nro_identificacion;bgi_30;acierta_plus;score_trview;edad_cliente;INGRESOS;cupo_max_TDC;tiene_telcos;tiene_real;tiene_coop;ant_max;ant_real;ant_telcos;meses_ultima_apr_tdc;meses_ultima_apr_cab;num_tdc;util_tdc_rot;cant_mora_30;cant_mora_60;telcos;ciudad_exp;entidad_cupo_max;nro_ahor_mer;nro_corr_mer;nro_cons_2m_tdc_mer;nro_cons_2m_cab_mer;sector_real
24732;0;768;99;33;1573000;0;1;1;0;-1.00;0.25;11.92;NULL;NULL;0;0;0;0;1;BOGOTA D.C.;;0.00;0.00;0;0;1
24733;0;641;118;52;9647000;2800000;1;1;0;1.25;1.67;4.50;30,86666667;17,66666667;1;0,696893966;0;0;3;MONTERIA;BCO COLPATRIA;0.00;2.00;0;0;2
24734;0;617;120;35;3246000;2750000;1;1;0;3.67;1.33;9.08;51,1;18,7;3;1;0;0;6;LORICA;BANCO SERFINANZA S.A;0.00;2.00;0;1;1
24735;0;747;137;55;2550000;0;1;1;0;4.75;0.25;7.17;NULL;17,66666667;0;0;0;0;1;MONTELIBANO;;0.00;2.00;0;1;1
24736;1;841;160;50;6186000;15802000;0;0;0;11.42;-1.00;-1.00;18,7;32,9;3;0,055497548;0;0;0;SOMONDOCO;Ame. Express Bco Colpatria;2.00;2.00;0;0;0
24737;0;775;116;45;2683000;5200000;1;1;0;3.00;2.00;3.83;52,13333333;NULL;1;0,218227264;0;0;3;SOPO;BCO COLPATRIA;0.00;8.00;1;1;1
24738;0;753;35;55;2078000;5000000;1;0;0;9.17;-1.00;0.42;18,7;NULL;3;0,571316982;0;0;2;SANTA MARTA;BANCOLOMBIA MASTERCARD;0.00;2.00;0;2;0
24739;0;804;146;49;2500000;3150000;1;1;0;5.17;1.67;2.75;78,53333333;61,26666667;1;0,599809584;0;0;1;CIENAGA;BBVA COLOMBIA;0.00;2.00;0;0;1
24740;0;703;114;31;1581000;0;1;0;0;-1.00;-1.00;3.50;NULL;NULL;0;0;0;0;1;VALLEDUPAR;;0.00;0.00;0;0;0
24741;1;757;133;34;2906000;0;1;1;0;3.08;2.17;3.75;NULL;19,7;0;0;0;0;2;ESPINAL;;0.00;2.00;0;0;3
24742;0;607;14;27;1407000;0;1;1;0;-1.00;1.83;3.08;NULL;NULL;0;0;0;0;1;COYAIMA;;0.00;0.00;0;0;8
24743;0;671;28;23;1358000;1500000;0;1;0;0.17;2.00;-1.00;NULL;NULL;1;0,992671552;0;0;0;PUERTO WILCHES;BCO DAVIVIENDA;0.00;0.00;0;0;1
24744;0;696;44;31;1639000;2000000;1;1;0;2.00;1.58;2.00;39,96666667;NULL;2;0,688138605;0;0;1;SUAITA;BCO DAVIVIENDA;0.00;2.00;0;1;2
24745;1;855;160;46;6128000;7700000;1;0;0;9.42;-1.00;9.92;53,16666667;NULL;5;0,334512433;0;0;3;BOGOTA D.C.;POPULAR TDC EXPRESS;0.00;2.00;0;2;0
24746;1;764;38;51;1449000;2380000;1;1;0;9.33;3.42;0.25;130,3;32,9;2;0,688857744;0;0;2;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;2.00;1;0;2
24747;0;718;123;50;3486000;3900000;1;1;0;12.33;0.25;4.00;21,66666667;54,16666667;4;0,398201599;0;0;1;BOGOTA D.C.;B. FALLABELLA;1.00;2.00;0;0;2
24748;0;712;72;50;1308000;0;1;1;0;-1.00;2.17;1.75;NULL;NULL;0;0;0;0;2;BOGOTA D.C.;;0.00;0.00;0;3;3
24749;0;723;11;25;1167000;0;1;1;0;-1.00;0.17;2.08;NULL;NULL;0;0;0;0;2;ARGELIA;;0.00;2.00;0;1;1
24750;1;374;32;41;2202000;1000000;1;0;0;0.92;-1.00;3.25;18,7;26,76666667;1;0;1;1;1;IBAGUE;CREDIFACIL COLPATRIA;0.00;2.00;0;0;0
24751;0;841;119;65;2037000;0;0;0;0;0.25;-1.00;-1.00;NULL;18,7;0;0;0;0;0;PASTO;;0.00;2.00;0;1;0
24752;0;727;117;47;1631000;0;0;0;0;0.08;-1.00;-1.00;NULL;NULL;0;1;0;0;0;IBAGUE;;0.00;2.00;0;3;0
24753;1;574;29;45;1391000;1500000;1;1;0;0.17;0.33;0.33;NULL;NULL;2;0,598462053;0;0;1;BUCARAMANGA;BCO DAVIVIENDA;0.00;2.00;0;1;2
24754;0;716;126;36;1614000;2750000;1;1;0;1.42;1.50;11.00;20,73333333;34,86666667;1;0,747728099;0;0;2;BUCARAMANGA;TUYA S.A.;0.00;2.00;0;0;2
24755;0;638;37;29;2086000;200000;1;1;1;4.25;3.17;1.08;71,4;38,93333333;1;0;0;0;1;PASTO;TUYA S.A.;0.00;2.00;0;3;4
24756;0;666;56;26;2351000;1500000;1;1;0;1.58;1.00;2.33;36,9;NULL;1;0,916055963;0;0;2;PITALITO;BANCO SERFINANSA S.A;0.00;2.00;0;1;2
24757;0;688;53;48;1440000;0;1;0;0;-1.00;-1.00;0.75;NULL;NULL;0;0;0;0;1;CALI;;0.00;0.00;0;0;0
24758;0;0;0;46;0;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;-1;-1;0;CALI;;0.00;0.00;0;0;0
24759;0;691;48;30;1225000;0;1;1;0;-1.00;1.92;3.50;NULL;NULL;0;0;0;0;2;SANTA MARTA;;0.00;4.00;0;2;5
24760;0;625;42;28;1681000;0;1;1;1;0.33;1.83;3.17;NULL;19,7;0;0;0;0;4;COMBITA;;0.00;2.00;0;2;2
24761;1;770;162;52;9962000;20000000;1;1;0;11.83;4.92;2.17;33,83333333;NULL;9;0,358816553;0;0;1;SINCE;TUYA S.A.;5.00;4.00;1;1;2
24762;1;757;42;38;2252000;0;1;1;0;0.50;0.42;2.58;NULL;21,66666667;0;0;0;0;2;LANDAZURI;;0.00;4.00;0;2;1
24763;0;557;14;31;3221000;5200000;1;1;0;4.42;1.50;4.50;69,43333333;17,66666667;1;0,916554509;0;0;2;SAN CRISTOBAL;BCO AGRARIO;3.00;10.00;1;5;5
24764;0;877;163;39;3304000;7750000;0;1;0;11.83;13.83;-1.00;91,73333333;25,76666667;2;0,089425526;0;0;0;SAN GIL;BANCO CAJA SOC;0.00;0.00;0;0;1
24765;1;676;28;48;24147000;8400000;1;1;1;8.50;0.92;2.67;105,9333333;29,83333333;2;0,744617564;2;1;6;OCA/A;BCO DAVIVIENDA;6.00;0.00;0;2;1
24766;0;732;116;58;3453000;6600000;1;0;0;13.00;-1.00;14.17;173,9;NULL;2;0,380418449;0;0;3;MANIZALES;BCO DAVIVIENDA;0.00;0.00;0;2;0
24767;0;625;66;43;4281000;6570000;1;1;0;12.50;2.00;1.00;18,7;NULL;4;0,724012285;0;0;1;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;2.00;0;3;2
24768;0;759;57;26;2583000;0;1;1;0;1.75;6.92;0.33;34,86666667;NULL;1;1,2;0;0;1;CALI;ITAU CORPBANCA TC;0.00;0.00;0;2;2
24769;0;729;58;29;1747000;0;1;1;0;0.25;0.58;2.58;NULL;15,63333333;0;0;0;0;1;SUBACHOQUE;;0.00;4.00;0;3;1
24770;1;1;1;47;1267000;0;0;1;0;-1.00;8.83;-1.00;NULL;NULL;0;0;0;0;0;BOGOTA D.C.;;0.00;0.00;1;0;1
24771;0;687;50;42;3378000;2645000;1;0;0;0.58;-1.00;0.50;18,7;NULL;1;0,78760393;0;0;1;BOGOTA D.C.;TUYA S.A.;0.00;4.00;1;3;0
24772;1;616;17;42;2525000;1688000;1;1;0;2.58;3.17;3.17;14,6;NULL;2;0,564150242;0;0;4;BOGOTA D.C.;CREDIFACIL COLPATRIA;3.00;0.00;0;2;4
24773;0;752;97;47;2956000;0;1;1;0;0.25;2.00;3.25;NULL;NULL;0;0;0;0;2;VILLAVICENCIO;;0.00;6.00;0;1;3
24774;0;769;138;47;2302000;1900000;1;0;0;4.75;-1.00;10.83;15,63333333;NULL;3;0;0;0;4;ITAGUI;B. FALLABELLA;0.00;2.00;0;2;0
24775;0;698;57;47;1598000;0;1;1;0;0.17;1.50;2.17;NULL;NULL;0;0;0;0;2;MERCADERES;;0.00;8.00;1;2;1
24776;0;703;142;40;6724000;2940000;1;1;0;9.00;1.00;3.33;129,2666667;NULL;1;0,937436246;0;0;5;SALENTO;B. FALLABELLA;0.00;2.00;0;0;1
24777;0;681;37;53;2335000;1500000;1;0;0;6.33;-1.00;0.92;85,6;NULL;2;0,98064;0;0;2;ENGATIVA;BCO DAVIVIENDA;0.00;4.00;0;2;0
24778;0;777;121;42;2004000;3700000;0;0;0;3.08;-1.00;-1.00;18,7;18,7;3;0;0;0;0;NEIVA;B. FALLABELLA;0.00;2.00;0;2;0
24779;0;704;137;51;2749000;3151000;0;1;0;10.00;2.00;-1.00;19,7;NULL;2;0,043118218;0;0;0;SUBA;TUYA S.A.;0.00;2.00;1;1;1
24780;0;723;133;36;3444000;8000000;1;1;0;3.25;2.08;2.83;35,9;29,83333333;2;0,147785509;0;0;2;SALAMINA;BCO DAVIVIENDA;0.00;2.00;0;0;2
24781;1;660;28;39;5266000;8400000;1;1;0;4.58;2.17;5.58;42;NULL;3;0,655226473;0;0;3;PALERMO;BANCOLOMBIA MASTERCARD;0.00;2.00;0;1;2
24782;0;755;96;42;1987000;2000000;1;1;1;1.75;0.33;1.58;41;NULL;1;0,916041979;0;0;1;RIVERA;B. FALLABELLA;0.00;0.00;0;0;1
24783;1;740;53;35;3825000;6600000;1;0;0;1.25;-1.00;2.17;22,7;22,7;3;0,686591901;0;0;1;FACATATIVA;BCO COLPATRIA;0.00;4.00;0;1;0
24784;0;819;126;44;5258000;11032000;1;0;0;7.25;-1.00;10.33;28,83333333;18,7;4;0,253773509;0;0;2;SOGAMOSO;BCO AV VILLAS VISA;0.00;2.00;0;2;0
24785;1;750;66;37;3850000;10100000;0;1;0;11.58;2.00;-1.00;23,73333333;21,66666667;7;0,246650447;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;1;3;2
24786;0;772;154;47;3950000;4800000;1;1;0;6.92;2.42;5.00;45,06666667;NULL;3;0,654884498;0;0;2;FONTIBON;BCO COLPATRIA;2.00;0.00;0;0;1
24787;0;789;116;37;1722000;2662000;1;0;0;8.50;-1.00;2.67;23,73333333;NULL;4;0,616308348;0;0;1;BOGOTA D.C.;TUYA S.A.;0.00;2.00;1;0;0
24788;1;639;100;41;28793000;15000000;1;1;0;10.92;0.92;15.08;58,2;24,73333333;6;1;0;0;3;MEDINA;BANCOLOMBIA VISA;10.00;0.00;0;5;2
24789;1;680;142;53;36693000;32500000;1;1;0;13.33;0.33;10.75;24,73333333;36,9;4;0,554582966;0;0;4;USAQUEN;BCO COLPATRIA;2.00;10.00;0;1;1
24790;1;422;46;37;2914000;1400000;1;1;0;13.67;2.08;14.25;58,2;NULL;3;1;0;0;3;MONTERIA;BANCOLOMBIA VISA;0.00;6.00;0;2;2
24791;0;795;162;57;2418000;5000000;1;1;0;8.75;7.50;4.25;62,3;NULL;3;0,312209548;0;0;1;MONTELIBANO;BANCOLOMBIA VISA;0.00;2.00;0;1;1
24792;1;711;147;38;2741000;4266000;1;1;0;2.67;0.58;0.33;37,93333333;44,03333333;1;0,187474829;0;0;1;GALERAS;TUYA S.A.;0.00;0.00;0;0;1
24793;1;678;60;43;2467000;3600000;1;1;0;12.67;19.00;1.83;28,83333333;45,06666667;7;0,428676111;1;0;1;CARTAGENA;BCO COLPATRIA;0.00;2.00;0;1;4
24794;1;640;37;44;8744000;20465000;1;1;0;9.25;3.83;9.58;21,66666667;35,9;6;0,751991766;1;0;5;SABANALARGA;TUYA S.A.;0.00;2.00;0;1;3
24795;0;735;141;78;3121000;7000000;0;0;0;0.25;-1.00;-1.00;22,7;NULL;1;1;0;0;0;ACHI;BANCOLOMBIA VISA;0.00;2.00;0;0;0
24796;0;833;162;56;4206000;9600000;1;1;0;12.92;0.25;13.92;NULL;NULL;1;0;0;0;1;CUCUTA;BCO DAVIVIENDA;1.00;0.00;1;0;1
24797;1;427;12;28;2384000;3000000;1;1;0;3.33;4.67;2.08;23,73333333;NULL;3;1;0;0;3;BOGOTA D.C.;SCOTIABANK COLPATRIA;0.00;4.00;0;3;1
24798;0;733;53;26;1374000;0;1;1;0;-1.00;0.42;2.25;NULL;NULL;0;0;0;0;1;ANDES;;0.00;2.00;0;0;1
24799;0;730;37;30;1623000;6800000;1;1;0;1.67;0.92;1.08;28,83333333;NULL;3;0,758705377;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;0;1
24800;1;715;38;27;2500000;2600000;1;0;0;5.33;-1.00;3.17;84,6;NULL;3;0,880975885;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;1;0;0
24801;0;760;102;42;1457000;0;1;1;1;-1.00;0.58;4.25;NULL;NULL;0;0;0;0;1;PASTO;;0.00;2.00;0;0;4
24802;0;800;140;50;3080000;4900000;1;1;0;8.92;2.17;7.58;51,1;18,7;5;0,52879742;0;0;3;FLANDES;BCO DAVIVIENDA;0.00;2.00;0;0;1
24803;0;822;140;54;6989000;14400000;0;0;0;3.25;-1.00;-1.00;16,66666667;NULL;2;0,001269774;0;0;0;MEDELLIN;TUYA S.A.;2.00;2.00;0;0;0
24804;0;760;122;43;2020000;0;1;0;0;1.33;-1.00;1.83;NULL;22,7;0;0;0;0;1;MERCADERES;;0.00;2.00;0;1;0
24805;0;717;87;43;1970000;4407000;1;1;0;1.17;11.58;4.08;33,83333333;NULL;1;0,367967332;0;0;2;POPAYAN;TUYA S.A.;0.00;2.00;0;2;4
24806;0;687;11;35;4124000;1200000;0;1;0;0.33;1.75;-1.00;NULL;21,66666667;1;0,492922565;0;0;0;MARSELLA;BCO DAVIVIENDA;3.00;4.00;0;4;2
24807;0;747;66;38;1432000;1300000;1;1;0;2.25;0.33;0.17;47,03333333;NULL;2;0;0;0;1;MARSELLA;TUYA S.A.;0.00;0.00;0;0;3
24808;1;744;15;45;1482000;0;0;0;0;0.17;-1.00;-1.00;NULL;NULL;0;0;0;0;0;CHAPARRAL;;0.00;2.00;1;1;0
24809;0;858;160;46;1813000;845000;1;1;0;12.25;0.08;2.92;25,76666667;NULL;4;1,2;0;0;1;ZARZAL;TUYA S.A.;0.00;0.00;0;0;1
24810;0;842;148;44;3295000;17552000;1;1;0;6.75;0.67;0.67;61,26666667;NULL;2;0,007440206;0;0;1;ESPINAL;BCO AV VILLAS VISA;0.00;4.00;0;1;1
24811;1;669;140;61;15212000;16800000;1;0;0;6.00;-1.00;9.83;26,76666667;33,83333333;7;0,695092845;0;0;7;GRANADA;BCO DAVIVIENDA;2.00;4.00;0;1;0
24812;0;782;72;59;1324000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;GRANADA;;0.00;0.00;0;0;0
24813;0;795;131;54;1482000;0;1;1;0;-1.00;7.58;3.17;NULL;NULL;0;0;0;0;2;CHINCHINA;;0.00;0.00;0;0;5
24814;0;871;163;54;3179000;7500000;0;1;0;8.08;4.83;-1.00;28,83333333;NULL;1;0;0;0;0;SAN GIL;BCO AVVILLAS MASTER CARD;0.00;2.00;0;1;2
24815;0;839;166;52;2914000;900000;1;1;0;5.50;0.92;3.83;84,6;NULL;1;0,634850166;0;0;1;CALI;CREDIVALORES CREDIUNO;0.00;0.00;0;0;1
24816;1;585;17;43;2037000;2400000;1;1;0;3.33;2.75;2.42;60,26666667;NULL;1;0,574778931;1;1;2;JAMUNDI;CREDIVALORES CREDIUNO;0.00;4.00;0;0;1
24817;0;727;70;28;1267000;0;0;1;0;-1.00;0.25;-1.00;NULL;NULL;0;0;0;0;0;AGUADAS;;0.00;2.00;0;1;3
24818;0;602;84;26;2211000;0;1;1;0;0.17;2.17;2.42;NULL;17,66666667;0;0;0;0;1;AGUADAS;;0.00;2.00;1;1;2
24819;0;659;87;31;1606000;500000;0;0;0;3.92;-1.00;-1.00;NULL;NULL;1;0;0;0;0;MARQUETALIA;BCO DAVIVIENDA;0.00;0.00;0;0;0
24820;0;806;90;60;3080000;6040000;0;0;0;2.25;-1.00;-1.00;22,7;47,03333333;2;0,017623786;0;0;0;FILANDIA;TUYA S.A.;0.00;0.00;0;2;0
24821;0;718;28;55;2393000;4900000;1;1;0;10.75;1.00;3.83;23,73333333;NULL;4;0,53137745;1;0;3;ARCABUCO;TUYA S.A.;0.00;2.00;0;0;1
24822;0;753;28;40;2062000;737000;0;1;0;0.25;0.17;-1.00;22,7;22,7;1;0,249322493;0;0;0;ANDES;TUYA S.A.;0.00;6.00;1;3;1
24823;0;799;134;45;2442000;0;1;0;0;3.50;-1.00;2.42;NULL;22,7;0;0;0;0;1;SAN ANTONIO DEL;;0.00;2.00;0;0;0
24824;0;729;111;52;2534000;5800000;1;1;0;1.00;1.58;5.92;21,66666667;31,86666667;2;0,294617176;0;0;2;SUESCA;BCO COLPATRIA;0.00;0.00;0;1;1
24825;1;402;26;37;1954000;0;1;1;0;-1.00;0.58;0.58;NULL;NULL;0;0;1;0;1;BARRANQUILLA;;0.00;0.00;0;0;2
24826;1;712;44;41;4654000;2400000;0;1;0;1.58;1.17;-1.00;23,73333333;38,93333333;3;0,920433243;0;0;0;GUADALUPE;B. FALLABELLA;0.00;4.00;0;2;1
24827;0;715;35;38;4090000;3392000;1;1;0;3.58;2.00;4.42;17,66666667;15,63333333;2;0,564992491;0;0;2;SUAN;BCO COLPATRIA;0.00;4.00;1;1;2
24828;1;712;46;41;2890000;6000000;1;1;0;5.75;0.17;3.83;25,76666667;NULL;3;0,490074274;0;0;2;SOLEDAD;BANCO SERFINANZA S.A;0.00;0.00;0;1;1
24829;0;739;17;38;1142000;300000;1;1;0;0.92;0.33;0.42;30,86666667;NULL;1;0,332225914;0;0;1;BOGOTA D.C.;TUYA S.A.;0.00;0.00;0;1;1
24830;0;742;66;41;1532000;1650000;1;0;0;1.33;-1.00;0.83;23,73333333;NULL;2;0,310377658;0;0;1;BOGOTA D.C.;TUYA S.A.;0.00;2.00;1;0;0
24831;0;745;96;58;1830000;0;0;1;0;1.25;3.42;-1.00;NULL;30,86666667;0;0;0;0;0;MANIZALES;;0.00;0.00;0;3;2
24832;0;764;153;52;3461000;0;1;1;0;1.17;9.75;6.25;NULL;33,83333333;0;0;0;0;2;BARRANQUILLA;;0.00;0.00;0;0;2
24833;0;816;162;60;5763000;12000000;0;0;0;17.00;-1.00;-1.00;26,76666667;32,9;6;0,148517781;0;0;0;ZARAGOZA;BBVA COLOMBIA;0.00;8.00;0;0;0
24834;0;680;136;55;4769000;2000000;1;1;1;4.83;7.58;6.33;67,4;47,03333333;1;0,574285714;0;0;3;CARMEN DE VIBOR;BCO DE BOGOTA;1.00;2.00;0;1;2
24835;0;804;160;58;3801000;14400000;0;0;0;11.83;-1.00;-1.00;13,6;NULL;8;0,071170059;0;0;0;BOSCONIA;Ame. Express Bco Colpatria;0.00;0.00;1;0;0
24836;0;746;111;35;5912000;0;0;1;0;2.58;0.33;-1.00;NULL;NULL;0;0;0;0;0;LA MONTA/ITA;;0.00;2.00;0;1;3
24837;0;711;34;29;1300000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;-1;-1;0;RIO DE ORO;;0.00;4.00;0;1;0
24838;0;850;167;51;16984000;8800000;1;1;0;12.83;3.75;15.92;21,66666667;77,53333333;4;0,225447071;0;0;2;ANOLAIMA;BCO COLPATRIA;5.00;2.00;0;1;3
24839;0;829;126;66;1730000;300000;0;0;0;2.00;-1.00;-1.00;35,9;14,6;1;0;0;0;0;NEIVA;BANCO SERFINANZA S.A;0.00;0.00;0;1;0
24840;0;760;70;31;1374000;0;0;1;0;-1.00;0.33;-1.00;NULL;NULL;0;0;0;0;0;FLORENCIA;;0.00;2.00;1;0;1
24841;0;771;81;31;1250000;0;0;1;0;-1.00;0.17;-1.00;NULL;NULL;0;0;0;0;0;TULUA;;0.00;0.00;0;0;1
24842;1;415;17;51;2318000;3020000;1;1;1;2.92;13.33;12.58;45,06666667;55,2;1;0,884812913;0;0;4;CUCAITA;TUYA S.A.;0.00;2.00;0;1;4
24843;0;667;0;41;960000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;-1;-1;0;BARRANQUILLA;;0.00;0.00;0;1;0
24844;1;778;151;41;2012000;4250000;1;1;0;9.75;2.08;11.92;73,43333333;NULL;2;0,709933655;0;0;2;POLONUEVO;BANCO SERFINANSA S.A;0.00;2.00;0;0;1
24845;0;876;160;37;3179000;8800000;1;0;0;10.08;-1.00;9.92;76,5;NULL;4;0,507330839;0;0;1;ARGELIA;BCO DAVIVIENDA;0.00;0.00;0;0;0
24846;0;728;167;55;2053000;600000;0;1;0;1.50;0.25;-1.00;31,86666667;NULL;1;0;0;0;0;ESPINAL;BANCO SERFINANZA S.A;0.00;2.00;1;0;2
24847;0;771;58;38;1498000;300000;1;0;0;0.25;-1.00;3.17;16,66666667;NULL;1;0;0;0;2;BUCARAMANGA;BANCO SERFINANZA S.A;0.00;2.00;0;0;0
24848;0;769;113;59;1772000;0;0;0;0;0.25;-1.00;-1.00;NULL;16,66666667;0;0;0;0;0;SINCELEJO;;0.00;4.00;0;2;0
24849;0;690;96;50;3867000;10000000;1;0;1;5.25;-1.00;10.25;NULL;NULL;1;0,99980002;0;0;3;CAJICA;BCO DAVIVIENDA;0.00;2.00;0;0;0
24850;0;861;166;66;4554000;2500000;1;1;1;9.25;1.00;10.08;62,3;NULL;4;0,607130703;0;0;4;YARUMAL;B. FALLABELLA;0.00;4.00;0;0;1
24851;0;781;133;47;3916000;9000000;0;1;0;2.58;1.08;-1.00;NULL;NULL;1;0;0;0;0;VALDIVIA;BCO DAVIVIENDA;0.00;2.00;0;0;6
24852;0;742;114;39;2269000;0;1;1;0;-1.00;2.00;5.67;NULL;NULL;0;0;0;0;2;MADRID;;0.00;0.00;1;0;5
24853;0;729;79;39;1681000;800000;0;0;1;0.42;-1.00;-1.00;24,73333333;NULL;1;0,774032459;0;0;0;SANTANDER DE QU;BANCO SERFINANSA S.A;0.00;0.00;0;0;0
24854;0;880;169;62;3362000;13800000;1;1;0;4.75;4.50;4.17;NULL;NULL;1;0;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;0;1
24855;0;807;96;46;1598000;684000;0;1;0;0.25;2.25;-1.00;16,66666667;NULL;1;0,122627737;0;0;0;ARMENIA;TUYA S.A.;0.00;0.00;1;1;2
24856;0;746;101;46;1532000;0;1;1;0;0.25;0.50;1.42;NULL;22,7;0;0;0;0;1;BARANOA;;0.00;0.00;0;2;1
24857;0;449;26;31;1126000;0;0;1;0;0.17;3.08;-1.00;NULL;19,7;0;0;0;0;0;ANOLAIMA;;0.00;4.00;0;2;2
24858;1;759;123;32;9200000;18300000;1;0;0;1.83;-1.00;7.08;NULL;NULL;2;0,226527177;0;0;2;CHAPARRAL;BCO DAVIVIENDA;3.00;0.00;0;1;0
24859;0;869;154;54;2525000;4320000;1;0;0;1.83;-1.00;2.83;42;NULL;1;0;0;0;1;BUGA;TUYA S.A.;0.00;0.00;0;0;0
24860;1;513;17;44;1382000;496000;1;1;0;1.00;1.00;1.00;31,86666667;NULL;1;0,676056338;0;0;2;PUERTO GAITAN;TUYA S.A.;0.00;2.00;0;0;2
24861;1;822;147;49;3784000;6700000;1;1;1;2.58;0.83;3.50;34,86666667;51,1;1;0,021779625;0;0;4;ANDES;BBVA COLOMBIA;0.00;2.00;0;0;3
24862;0;819;126;38;3809000;8550000;0;0;0;9.67;-1.00;-1.00;27,8;33,83333333;3;0,878904879;0;0;0;BOGOTA D.C.;TUYA S.A.;0.00;2.00;0;0;0
24863;0;787;133;50;3030000;3000000;1;1;0;6.17;0.33;5.00;37,93333333;30,86666667;2;0,762911051;0;0;4;SUPIA;BCO DE BOGOTA;0.00;4.00;0;2;2
24864;0;781;101;46;1366000;0;0;1;0;-1.00;3.25;-1.00;NULL;NULL;0;0;0;0;0;MANIZALES;;0.00;2.00;0;0;2
24865;0;805;129;48;2782000;0;0;0;1;1.00;-1.00;-1.00;NULL;31,86666667;0;0;0;0;0;CHARALA;;0.00;2.00;0;3;0
24866;1;446;46;50;1854000;1586000;1;1;0;9.42;1.00;4.25;52,13333333;38,93333333;3;0,362776025;1;1;2;CUCUTA;BCO AVVILLAS MASTER CARD;0.00;0.00;0;2;1
24867;0;835;162;58;2840000;8100000;0;1;0;13.50;2.25;-1.00;16,66666667;NULL;5;0,37070905;0;0;0;LA ESTRELLA;BCO COLPATRIA;0.00;2.00;1;4;1
24868;0;784;118;48;4198000;3350000;0;0;0;1.08;-1.00;-1.00;26,76666667;NULL;1;0;0;0;0;TAME;TUYA S.A.;0.00;0.00;0;0;0
24869;0;704;110;30;2194000;4500000;1;1;0;0.83;0.08;3.33;16,66666667;NULL;2;0,981252929;0;0;3;BUCARAMANGA;BANCOLOMBIA MASTERCARD;0.00;2.00;0;2;1
24870;1;773;121;31;2343000;0;1;1;0;0.67;1.75;2.67;NULL;21,66666667;0;0;0;0;1;BUCARAMANGA;;0.00;2.00;0;2;1
24871;1;717;18;24;3229000;0;1;1;1;-1.00;2.08;2.08;NULL;NULL;0;0;0;0;1;EL CARMEN;;0.00;0.00;1;2;3
24872;0;785;121;38;2616000;3000000;1;1;0;3.25;1.83;4.33;25,76666667;27,8;4;0,117214793;0;0;5;DUITAMA;CREDIVALORES CREDIUNO;0.00;2.00;0;0;1
24873;0;745;163;36;2691000;2000000;1;1;0;1.25;10.42;14.33;NULL;NULL;1;0;0;0;1;MAHATES;BCO DAVIVIENDA;0.00;0.00;0;1;1
24874;0;779;121;61;4902000;14000000;1;1;0;11.33;7.50;4.17;19,7;20,73333333;4;0,001596362;0;0;2;CARTAGENA;TUYA S.A.;0.00;0.00;1;2;5
24875;0;707;35;28;7337000;6000000;1;0;0;3.00;-1.00;5.25;34,86666667;21,66666667;4;0,935098186;0;0;4;EL DOVIO;BCO AGRARIO;6.00;2.00;0;0;0
24876;0;841;160;61;2351000;2000000;1;0;0;7.58;-1.00;8.75;78,53333333;NULL;3;0,113753878;0;0;5;LIBANO;CONFIAR CO;0.00;0.00;0;0;0
24877;1;462;35;35;2873000;0;1;1;0;-1.00;2.00;6.67;NULL;NULL;0;0;0;0;2;COYAIMA;;0.00;2.00;0;0;4
24878;0;839;163;47;4894000;2260000;0;1;1;5.50;8.58;-1.00;86,63333333;NULL;1;0,007518797;0;0;0;COYAIMA;B. FALLABELLA;0.00;2.00;0;0;1
24879;0;773;121;29;5482000;15900000;1;0;0;4.25;-1.00;5.50;23,73333333;23,73333333;2;0,559318627;0;0;1;IBAGUE;BBVA COLOMBIA;0.00;4.00;0;2;0
24880;0;655;95;31;1681000;0;1;1;1;-1.00;2.08;2.75;NULL;NULL;0;0;0;0;2;LERIDA;;0.00;4.00;0;0;3
24881;0;711;35;28;1267000;0;1;1;0;-1.00;1.17;2.58;NULL;NULL;0;0;0;0;4;ROVIRA;;0.00;4.00;1;0;4
24882;0;679;70;25;5440000;22000000;0;1;0;1.17;1.17;-1.00;NULL;NULL;2;0,121496625;0;0;0;CALI;BCO DAVIVIENDA;0.00;0.00;0;0;15
24883;0;808;117;51;2492000;2600000;1;0;0;0.17;-1.00;8.08;21,66666667;NULL;1;0;0;0;2;SAN LUIS;B. FALLABELLA;0.00;0.00;0;0;0
24884;0;750;105;35;2865000;3000000;1;0;0;4.08;-1.00;0.17;23,73333333;42;3;0,348653443;0;0;1;BOLIVAR;TUYA S.A.;0.00;2.00;1;0;0
24885;0;695;163;53;4811000;4000000;1;0;0;8.75;-1.00;12.42;108,9666667;23,73333333;2;0,304853663;0;0;3;RIONEGRO;B. FALLABELLA;2.00;0.00;0;1;0
