nro_identificacion;bgi_30;acierta_plus;score_trview;edad_cliente;INGRESOS;cupo_max_TDC;tiene_telcos;tiene_real;tiene_coop;ant_max;ant_real;ant_telcos;meses_ultima_apr_tdc;meses_ultima_apr_cab;num_tdc;util_tdc_rot;cant_mora_30;cant_mora_60;telcos;ciudad_exp;entidad_cupo_max;nro_ahor_mer;nro_corr_mer;nro_cons_2m_tdc_mer;nro_cons_2m_cab_mer;sector_real
24582;0;813;162;42;2898000;4020000;1;1;0;11.42;5.83;1.42;24,73333333;28,83333333;5;0,004993903;0;0;1;CARTAGENA;B. FALLABELLA;0.00;2.00;0;0;1
24583;0;629;131;42;1871000;0;1;1;0;0.25;5.58;3.33;NULL;NULL;0;0;0;0;1;CARTAGENA;;0.00;8.00;0;1;3
24584;0;729;12;43;3784000;4550000;1;1;0;5.50;1.33;3.33;22,7;22,7;2;0,535338116;0;0;3;EL CARMEN DE BO;BCO DE BOGOTA;3.00;2.00;1;3;2
24585;0;716;17;37;1573000;500000;0;0;0;0.25;-1.00;-1.00;21,66666667;22,7;1;0;0;0;0;CARTAGENA;BANCO SERFINANSA S.A;0.00;6.00;0;1;0
24586;0;642;21;53;1788000;0;0;0;0;0.33;-1.00;-1.00;NULL;NULL;0;0;0;0;0;CARTAGENA;;0.00;0.00;0;1;0
24587;1;470;14;34;1954000;800000;1;1;0;3.08;0.25;0.25;37,93333333;24,73333333;2;0,117166213;0;0;1;CALI;BANCOLOMBIA MASTERCARD;0.00;0.00;0;1;1
24588;0;671;137;46;2161000;400000;0;1;0;11.50;1.00;-1.00;14,6;NULL;1;0;1;0;0;ARAUCA;TUYA S.A.;0.00;4.00;3;1;1
24589;1;1;1;64;1664000;0;0;1;0;-1.00;11.17;-1.00;NULL;NULL;0;0;0;0;0;MEDELLIN;;0.00;2.00;0;1;1
24590;0;718;113;57;1267000;0;1;1;0;-1.00;2.00;12.67;NULL;NULL;0;0;0;0;2;FRONTINO;;0.00;2.00;0;4;5
24591;0;811;166;51;13225000;50000000;1;1;0;2.92;1.25;5.92;20,73333333;NULL;5;0,305137497;0;0;2;TULUA;BCO COLPATRIA;2.00;2.00;0;1;2
24592;0;811;147;36;7908000;33000000;1;1;0;2.75;0.08;2.25;21,66666667;NULL;3;0,754364913;0;0;2;LA CUMBRE;BANCOLOMBIA MASTERCARD;0.00;2.00;0;2;1
24593;0;867;146;66;3171000;2000000;1;1;0;3.83;3.00;5.00;30,86666667;NULL;1;0;0;0;2;SOCORRO;BANCOLOMBIA VISA;0.00;2.00;0;1;1
24594;1;796;108;53;9697000;2500000;1;1;0;2.33;0.25;1.17;46;39,96666667;2;0,584683063;0;0;1;LA PAZ;BANCO CAJA SOC;3.00;0.00;0;2;1
24595;0;742;106;39;1697000;0;1;1;0;-1.00;3.50;0.83;NULL;NULL;0;0;0;0;1;ARGELIA;;0.00;0.00;1;0;3
24596;0;692;28;30;1772000;4750000;1;0;0;0.83;-1.00;0.58;25,76666667;NULL;2;0,72202926;0;0;1;FUSAGASUGA;CREDENCIAL;0.00;0.00;1;0;0
24597;1;761;18;37;1912000;1671000;0;1;0;5.33;6.75;-1.00;84,6;NULL;1;0,251196172;0;0;0;PEREIRA;B. FALLABELLA;0.00;2.00;0;1;8
24598;0;626;43;60;1912000;0;0;1;1;-1.00;0.42;-1.00;NULL;NULL;0;0;7;0;0;MEDELLIN;;0.00;0.00;0;1;3
24599;0;782;105;35;1772000;2500000;1;1;0;3.08;5.92;4.00;NULL;NULL;2;0,362727273;0;0;3;VILLAVICENCIO;BCO DAVIVIENDA;0.00;0.00;0;1;4
24600;1;711;26;42;2484000;1500000;0;1;0;0.50;1.00;-1.00;NULL;NULL;1;0,779480346;0;0;0;DOSQUEBRADAS;BCO DAVIVIENDA;0.00;0.00;0;0;2
24601;1;734;66;48;4405000;3400000;1;0;0;3.42;-1.00;11.33;61,26666667;22,7;3;0,806770395;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;0;0
24602;0;781;142;51;2923000;2400000;1;1;0;4.83;1.67;1.33;22,7;NULL;4;0,636616948;0;0;2;BOGOTA D.C.;BCO COLPATRIA;0.00;2.00;0;2;1
24603;0;783;42;28;1714000;0;0;0;1;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;SAN LUIS;;0.00;0.00;0;0;0
24604;0;792;122;37;4687000;6980000;1;0;0;8.33;-1.00;4.33;24,73333333;34,86666667;6;0,4439352;0;0;1;CALI;BANCO DE OCCIDENTE S.A.;0.00;0.00;0;0;0
24605;0;663;158;50;2401000;4700000;1;1;0;0.50;1.50;13.25;25,76666667;NULL;1;0,543834227;0;0;2;BUENAVENTURA;BANCOLOMBIA VISA;0.00;0.00;0;0;1
24606;0;902;159;56;5730000;16500000;1;1;0;21.67;3.75;4.92;49,06666667;30,86666667;3;0,28240639;0;0;1;BOGOTA D.C.;B. FALLABELLA;0.00;2.00;0;0;1
24607;0;784;126;56;2832000;0;1;1;0;-1.00;0.25;1.75;NULL;NULL;0;0;0;0;1;SUBA;;0.00;0.00;0;0;1
24608;0;775;162;57;11502000;27900000;1;1;0;24.00;9.08;6.67;27,8;73,43333333;8;0,045568099;0;0;2;BOGOTA D.C.;BCO COLPATRIA;2.00;6.00;1;0;1
24609;0;442;14;38;1449000;0;1;1;0;0.25;0.42;1.17;NULL;NULL;0;0;0;0;3;PURIFICACION;;0.00;2.00;1;0;1
24610;1;587;37;59;3842000;3006000;1;1;1;11.75;4.58;3.50;58,2;29,83333333;3;0,619543402;0;0;4;ROLDANILLO;TUYA S.A.;0.00;6.00;0;0;1
24611;0;753;133;33;2376000;8600000;1;0;0;0.33;-1.00;7.42;NULL;NULL;1;0;0;0;1;MARINILLA;BCO DAVIVIENDA;0.00;2.00;0;1;0
24612;1;794;151;32;2459000;2500000;0;0;0;2.83;-1.00;-1.00;NULL;54,16666667;2;0,00089991;0;0;0;JARDIN;BCO DAVIVIENDA;0.00;2.00;0;0;0
24613;0;710;100;34;1672000;3000000;1;1;0;1.25;1.25;2.42;24,73333333;34,86666667;1;0,35688104;0;0;1;ENVIGADO;BCO COLPATRIA;0.00;4.00;0;1;1
24614;0;729;97;31;1200000;0;0;1;0;-1.00;2.08;-1.00;NULL;NULL;0;0;0;0;0;RIONEGRO;;0.00;4.00;0;0;2
24615;0;803;140;30;1921000;6675000;0;1;1;1.42;0.33;-1.00;36,9;NULL;1;0;0;0;0;RIONEGRO;TUYA S.A.;0.00;2.00;0;0;2
24616;1;717;48;26;1341000;500000;1;1;0;1.83;2.08;4.17;42;NULL;1;0,55489022;0;0;1;MONTERIA;BANCO SERFINANSA S.A;0.00;2.00;0;0;1
24617;0;735;80;32;1871000;2100000;1;1;0;0.17;1.67;1.67;21,66666667;NULL;1;0;0;0;1;ANOLAIMA;BCO COLPATRIA;0.00;0.00;0;2;7
24618;0;705;46;35;2707000;9000000;1;1;0;4.42;9.92;9.08;35,9;NULL;5;0,769155725;0;0;4;VALLEDUPAR;BCO DAVIVIENDA;0.00;0.00;0;0;4
24619;0;577;17;29;2144000;1000000;1;1;0;3.33;2.00;4.08;NULL;NULL;1;0,913086913;0;0;3;JERICO;BCO DAVIVIENDA;0.00;0.00;0;0;2
24620;0;401;42;29;4331000;3300000;0;0;0;4.58;-1.00;-1.00;22,7;50,1;5;0,930915072;1;1;0;VALLEDUPAR;BCO COLPATRIA;3.00;2.00;0;1;0
24621;1;706;83;27;4239000;0;1;1;0;2.17;6.42;1.25;NULL;NULL;0;0;0;0;2;NEIVA;;0.00;2.00;0;0;1
24622;0;785;154;41;4620000;0;0;0;0;11.17;-1.00;-1.00;NULL;NULL;0;1;0;0;0;ARMENIA;;0.00;0.00;0;0;0
24623;0;783;162;61;3196000;4120000;1;1;0;11.67;0.17;6.42;122,1333333;27,8;2;0,485153909;0;0;1;BOGOTA D.C.;B. FALLABELLA;0.00;0.00;0;0;1
24624;1;647;11;30;1830000;0;1;1;0;-1.00;0.33;1.42;NULL;NULL;0;0;0;0;2;CALI;;0.00;4.00;1;2;3
24625;1;803;52;65;1507000;1500000;0;0;0;0.42;-1.00;-1.00;NULL;15,63333333;1;0,504996669;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;1;0
24626;0;785;134;65;1167000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;PUERTO ASIS;;0.00;2.00;0;1;0
24627;0;656;60;31;2252000;1920000;1;0;0;1.42;-1.00;0.75;21,66666667;NULL;2;0,935439935;0;0;1;FLORIDABLANCA;POPULAR TDC EXPRESS;0.00;2.00;0;0;0
24628;0;789;115;28;2666000;10000000;1;0;0;-1.00;-1.00;2.75;NULL;NULL;0;0;0;0;1;CUCUTA;BCO DAVIVIENDA;2.00;4.00;0;1;0
24629;1;469;26;27;1366000;0;1;1;0;-1.00;0.25;3.83;NULL;NULL;0;0;0;0;2;IPIALES;;0.00;2.00;1;0;1
24630;0;734;50;32;1366000;1500000;1;0;0;2.50;-1.00;3.67;16,66666667;NULL;4;0,391316767;0;0;2;OLAYA HERRERA;BCO DAVIVIENDA;0.00;4.00;0;2;0
24631;0;731;131;32;4322000;7400000;0;1;0;4.75;0.17;-1.00;77,53333333;NULL;1;0,332255639;0;0;0;LOS PATIOS;BANCOLOMBIA AME. EXP.;0.00;4.00;0;0;1
24632;0;785;110;31;2765000;1800000;1;1;0;0.50;3.25;6.83;17,66666667;21,66666667;2;0,508192169;0;0;3;IPIALES;BCO AV VILLAS VISA;0.00;4.00;0;3;1
24633;1;734;37;54;2997000;2000000;0;1;1;0.50;0.58;-1.00;NULL;18,7;1;0;0;0;0;SAN VICENTE;BCO DAVIVIENDA;0.00;0.00;0;1;3
24634;0;818;21;43;1258000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;YOLOMBO;;0.00;2.00;0;1;0
24635;0;689;74;41;3436000;6600000;1;0;0;6.58;-1.00;2.83;15,63333333;NULL;4;0,030326952;0;0;2;CISNEROS;BCO DAVIVIENDA;0.00;2.00;0;4;0
24636;0;731;48;54;2161000;0;1;0;1;-1.00;-1.00;4.00;NULL;NULL;0;0;0;0;4;VALLE DEL GUAMU;;0.00;2.00;0;2;0
24637;0;744;151;36;2335000;538000;0;1;0;10.58;7.67;-1.00;148,5;23,73333333;1;0;0;0;0;PUERTO COLOMBIA;BANCO SERFINANSA S.A;0.00;2.00;0;1;2
24638;1;766;126;55;1730000;1861000;0;1;0;2.83;0.67;-1.00;54,16666667;NULL;1;0;0;0;0;REPELON;TUYA S.A.;0.00;2.00;0;0;1
24639;0;822;161;42;11825000;27500000;1;1;0;1.92;19.67;6.67;43,03333333;NULL;1;0,59317843;0;0;1;BARRANQUILLA;BCO DE BOGOTA;3.00;4.00;0;1;2
24640;0;689;70;50;2434000;0;0;1;0;2.75;0.67;-1.00;NULL;NULL;0;0;4;0;0;CARACOLI;;0.00;4.00;0;0;2
24641;0;733;100;30;2426000;2250000;1;1;0;0.58;1.92;3.92;20,73333333;NULL;2;0,300399906;0;0;2;FACATATIVA;TUYA S.A.;2.00;0.00;0;0;2
24642;0;735;70;43;2028000;0;0;0;0;0.25;-1.00;-1.00;NULL;22,7;0;0;0;0;0;BELLO;;0.00;0.00;0;1;0
24643;1;658;28;47;4380000;1500000;1;0;0;9.00;-1.00;0.42;121,1333333;18,7;1;0,390406396;0;0;1;BOLIVAR;BANCO SERFINANZA S.A;0.00;4.00;1;1;0
24644;0;768;66;37;2492000;2000000;1;1;0;3.08;2.42;8.00;49,06666667;28,83333333;2;0;0;0;3;BARRANQUILLA;BCO DAVIVIENDA;0.00;0.00;1;1;4
24645;1;427;37;49;1830000;0;1;1;0;-1.00;10.83;13.25;NULL;NULL;0;0;0;0;6;BARRANQUILLA;;0.00;0.00;0;0;4
24646;0;807;162;48;4794000;9800000;1;1;1;16.42;2.83;3.50;22,7;31,86666667;10;0,121560837;0;0;2;CARTAGENA;BCO DAVIVIENDA;3.00;2.00;0;1;1
24647;1;636;50;58;13912000;34403000;1;1;1;8.92;11.75;2.42;41;34,86666667;6;1;0;0;1;CARTAGENA;TUYA S.A.;2.00;4.00;0;1;7
24648;1;687;37;45;3006000;7158000;1;1;0;7.08;2.42;2.42;50,1;16,66666667;5;0,148306307;0;0;1;VILLAVICENCIO;TUYA S.A.;0.00;2.00;0;1;2
24649;1;459;18;51;1838000;2800000;0;0;0;1.50;-1.00;-1.00;NULL;37,93333333;0;0;1;0;0;BARRANQUILLA;BCO DAVIVIENDA;0.00;0.00;0;0;0
24650;0;787;105;39;7345000;16700000;1;1;0;6.83;2.33;4.17;15,63333333;19,7;7;0,085673077;0;0;3;ANDES;BCO COLPATRIA;0.00;6.00;0;1;2
24651;0;815;162;56;1805000;1200000;1;0;0;2.17;-1.00;15.17;26,76666667;29,83333333;1;0,570358035;0;0;1;BOGOTA D.C.;TUYA S.A.;0.00;2.00;0;0;0
24652;0;855;127;57;2442000;7500000;0;0;0;0.25;-1.00;-1.00;NULL;NULL;1;0,000666578;0;0;0;USAQUEN;BCO DAVIVIENDA;0.00;0.00;0;0;0
24653;1;724;14;42;2318000;1200000;1;1;0;6.67;1.92;4.17;94,7;16,66666667;1;0,9048;0;0;3;GUADUAS;BCO DE BOGOTA;0.00;4.00;2;4;2
24654;0;819;160;51;9978000;18600000;1;0;0;12.75;-1.00;1.17;79,56666667;NULL;3;0,836212031;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;1;0
24655;0;885;162;63;6036000;6100000;1;0;0;6.08;-1.00;16.17;50,1;27,8;3;0;0;0;2;CAICEDONIA;TUYA S.A.;0.00;4.00;0;1;0
24656;1;659;163;64;5440000;3000000;1;1;0;1.92;24.58;3.67;23,73333333;NULL;2;0,280636364;0;0;3;FALAN;BBVA COLOMBIA;0.00;2.00;0;0;2
24657;0;712;100;41;2799000;2060000;1;1;0;0.75;1.25;3.42;28,83333333;NULL;1;0,4643377;0;0;3;CARMEN DE APICA;B. FALLABELLA;0.00;2.00;0;0;1
24658;1;289;14;31;1416000;1600000;1;0;0;3.83;-1.00;3.75;64,33333333;NULL;1;0,5925;1;1;2;ACACIAS;CREDIVALORES CREDIUNO;0.00;2.00;0;0;0
24659;0;687;123;42;3875000;5000000;0;1;1;1.50;1.92;-1.00;37,93333333;NULL;1;0,492169277;0;0;0;GAMARRA;F Comultrasan Tarjeta Credit;0.00;0.00;0;0;1
24660;1;761;142;61;11941000;43750000;0;0;1;5.33;-1.00;-1.00;NULL;NULL;3;0,395084082;0;0;0;PAIPA;BCO DAVIVIENDA;0.00;0.00;1;0;0
24661;1;817;118;61;2285000;7440000;1;0;0;3.17;-1.00;14.08;23,73333333;NULL;2;0,110837714;0;0;3;PAIPA;TUYA S.A.;0.00;0.00;1;2;0
24662;0;646;16;35;2128000;0;1;1;1;-1.00;1.42;4.00;NULL;NULL;0;0;0;0;3;LA UVITA;;0.00;0.00;0;0;4
24663;0;629;89;34;1681000;1700000;1;1;0;3.08;1.50;0.92;38,93333333;NULL;2;0,843391337;0;0;1;RIOHACHA;BANCOLOMBIA VISA;0.00;2.00;0;0;2
24664;0;695;114;31;19444000;0;1;1;1;1.42;0.25;4.33;NULL;19,7;0;0;1;0;1;YUMBO;;3.00;0.00;2;2;1
24665;0;743;109;66;20520000;15350000;1;1;0;12.58;1.67;10.58;27,8;27,8;7;0,091109465;0;0;5;BOGOTA D.C.;B. FALLABELLA;3.00;4.00;0;0;2
24666;0;757;66;51;3743000;1600000;1;1;0;3.00;1.25;2.83;56,2;21,66666667;1;0,351655215;0;0;3;FLORENCIA;BANCO DE OCCIDENTE S.A.;0.00;2.00;0;0;2
24667;0;732;26;38;1813000;0;1;1;0;0.17;0.42;1.17;NULL;21,66666667;0;0;0;0;2;SAN JOSE DEL FR;;0.00;2.00;0;3;1
24668;0;789;144;29;1134000;1370000;0;0;0;3.42;-1.00;-1.00;57,23333333;NULL;1;0,189642597;0;0;0;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;2.00;0;0;0
24669;0;765;109;61;2269000;4850000;0;0;0;6.33;-1.00;-1.00;24,73333333;25,76666667;2;0,741353876;0;0;0;VILLAVICENCIO;TUYA S.A.;0.00;0.00;0;0;0
24670;0;610;26;72;1614000;2410000;0;0;1;8.17;-1.00;-1.00;119,0666667;NULL;1;0,692395437;0;0;0;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;4.00;0;1;0
24671;0;827;154;62;2525000;2150000;1;0;0;6.50;-1.00;11.58;47,03333333;NULL;3;0,171485214;0;0;3;FACATATIVA;BCO DE BOGOTA;0.00;2.00;1;1;0
24672;1;415;32;61;2666000;0;0;1;0;1.08;5.33;-1.00;30,86666667;NULL;0;1,2;2;0;0;CIENAGA;B. FALLABELLA;0.00;0.00;0;0;1
24673;0;817;160;58;7693000;8400000;0;1;0;4.08;0.83;-1.00;28,83333333;26,76666667;3;0,146867292;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;0;4
24674;0;686;32;44;4670000;7700000;1;1;0;1.67;1.17;1.17;37,93333333;19,7;4;0,790257277;0;0;2;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;1;2
24675;1;694;100;47;2111000;4650000;1;1;0;13.83;0.58;1.25;23,73333333;NULL;8;0,791901897;0;0;1;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;0.00;0;0;5
24676;0;820;121;48;8372000;11000000;1;1;0;9.17;0.25;11.17;25,76666667;34,86666667;4;0,817048642;0;0;4;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;0;1
24677;0;869;100;46;12454000;30000000;1;0;0;6.25;-1.00;4.58;24,73333333;14,6;4;1;0;0;4;MEDELLIN;BANCOLOMBIA MASTERCARD;1.00;2.00;0;3;0
24678;0;790;147;52;4587000;4400000;0;0;0;7.83;-1.00;-1.00;58,2;NULL;2;0,311326124;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;0;0
24679;0;763;98;54;2625000;0;1;0;0;0.42;-1.00;10.92;NULL;22,7;0;0;0;0;3;BOGOTA D.C.;;0.00;0.00;0;0;0
24680;1;750;160;55;6807000;7800000;1;1;0;13.17;1.67;7.67;22,7;26,76666667;8;0,261827301;0;0;3;LORICA;BCO DAVIVIENDA;3.00;2.00;1;0;2
24681;0;704;140;40;2997000;1300000;1;0;0;10.42;-1.00;4.50;23,73333333;NULL;2;0,006464446;0;0;1;CALI;B. FALLABELLA;0.00;0.00;0;0;0
24682;0;810;59;61;1416000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;BUCARAMANGA;;0.00;0.00;0;0;0
24683;1;823;162;53;8628000;11300000;1;1;0;13.83;19.67;6.08;65,36666667;NULL;7;0,201454694;0;0;3;CUCUTA;BCO COLPATRIA;3.00;0.00;0;0;1
24684;0;797;126;47;4993000;2000000;1;1;0;4.50;12.67;3.00;66,36666667;14,6;2;0,558881672;0;0;2;GUARNE;BCO DAVIVIENDA;0.00;2.00;0;1;2
24685;1;862;140;48;24876000;24600000;1;1;0;14.92;19.67;2.42;201,3;24,73333333;4;0,146436215;0;0;2;GUAMO;BCO DAVIVIENDA;6.00;2.00;0;3;1
24686;0;698;162;58;4885000;6000000;1;1;0;2.00;27.17;3.08;21,66666667;NULL;2;0,620042218;0;0;2;COLOSO;BCO DAVIVIENDA;3.00;2.00;0;2;2
24687;0;785;163;39;2459000;2250000;1;0;0;2.42;-1.00;5.50;49,06666667;24,73333333;1;0,163927143;0;0;7;ZAPATOCA;BANCO SERFINANSA S.A;0.00;0.00;0;0;0
24688;1;522;68;39;3444000;7000000;1;0;0;2.50;-1.00;3.83;23,73333333;NULL;2;0,229370335;0;0;1;PASTO;TUYA S.A.;0.00;0.00;1;1;0
24689;0;797;99;30;1689000;0;1;0;0;-1.00;-1.00;4.00;NULL;NULL;0;0;0;0;1;PINCHOTE;;0.00;0.00;0;0;0
24690;1;701;12;28;4504000;10800000;1;1;0;2.58;0.67;4.67;28,83333333;37,93333333;3;0,383262359;0;0;3;BUCARAMANGA;BCO DAVIVIENDA;5.00;4.00;0;1;1
24691;0;712;68;34;2948000;4300000;1;1;0;11.33;8.17;0.75;34,86666667;NULL;8;0,802136123;0;0;1;BUCARAMANGA;BANCOLOMBIA VISA;0.00;0.00;0;1;1
24692;0;776;57;43;1888000;2250000;1;1;0;2.67;0.25;0.17;50,1;NULL;1;0,614393603;0;0;1;PASTO;CREDIFACIL COLPATRIA;0.00;0.00;0;0;1
24693;1;417;46;35;2310000;1640000;0;1;0;6.67;1.08;-1.00;98,8;69,43333333;1;0,973518285;0;0;0;PUERTO ASIS;TUYA S.A.;0.00;2.00;0;1;1
24694;0;779;142;43;2343000;840000;1;1;0;3.25;0.25;3.42;57,23333333;NULL;1;0,449464923;0;0;1;SARAVENA;BCO COLPATRIA;0.00;2.00;0;2;1
24695;0;727;60;31;3121000;3600000;0;1;0;1.17;1.67;-1.00;NULL;26,76666667;1;0,476811997;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;2;1
24696;0;707;53;29;2484000;3800000;0;1;0;0.42;1.33;-1.00;19,7;NULL;2;0,929778393;0;0;0;BOGOTA D.C.;BANCOLOMBIA VISA;0.00;2.00;0;1;1
24697;0;815;89;46;1987000;0;0;1;0;-1.00;0.25;-1.00;NULL;NULL;0;0;0;0;0;EL PLAYON;;0.00;0.00;0;0;1
24698;0;727;35;42;1416000;0;1;1;0;-1.00;0.17;0.33;NULL;NULL;0;0;0;0;1;CONVENCION;;0.00;2.00;0;0;3
24699;0;769;122;27;2376000;2400000;1;0;0;1.83;-1.00;6.33;19,7;NULL;2;0,470009228;0;0;2;BOGOTA D.C.;BCO DE BOGOTA;0.00;4.00;0;2;0
24700;0;749;14;27;2227000;0;1;1;1;-1.00;2.17;3.42;NULL;NULL;0;0;0;0;2;BOGOTA D.C.;;0.00;0.00;1;0;4
24701;0;742;90;54;2393000;3000000;0;1;0;2.75;0.25;-1.00;29,83333333;NULL;3;0,481147541;0;0;0;IBAGUE;CREDIVALORES CREDIUNO;0.00;0.00;0;0;1
24702;0;723;93;45;4032000;5400000;0;0;0;1.25;-1.00;-1.00;16,66666667;NULL;2;0,293893584;0;0;0;BOGOTA D.C.;BCO COLPATRIA;0.00;8.00;0;3;0
24703;0;619;21;33;2161000;3000000;1;0;0;0.33;-1.00;0.50;16,66666667;NULL;1;1;0;0;1;MALAMBO;BCO DE BOGOTA;0.00;4.00;1;4;0
24704;0;7;55;56;1656000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;BOGOTA D.C.;;0.00;0.00;0;0;0
24705;0;885;160;54;11792000;22040000;1;0;0;25.83;-1.00;4.17;41;16,66666667;6;0,066649201;0;0;3;BOGOTA D.C.;BCO DAVIVIENDA;7.00;2.00;0;2;0
24706;0;723;134;64;7287000;9450000;0;1;0;9.25;1.92;-1.00;28,83333333;23,73333333;5;0,695637125;0;0;0;BOGOTA D.C.;BCO COLPATRIA;2.00;12.00;1;0;2
24707;0;761;100;38;3337000;4500000;1;1;0;2.08;2.00;12.67;22,7;33,83333333;4;0,466990569;0;0;13;SAN ONOFRE;B. FALLABELLA;0.00;2.00;1;1;1
24708;0;641;105;38;5730000;8000000;0;1;0;7.50;0.92;-1.00;22,7;21,66666667;6;0,576963784;0;0;0;BARICHARA;B. FALLABELLA;0.00;2.00;0;1;1
24709;1;709;68;58;3999000;10000000;1;1;0;5.17;0.33;8.33;25,76666667;NULL;2;0,82794926;0;0;3;BARRANCABERMEJA;TUYA S.A.;0.00;2.00;0;1;1
24710;1;826;163;52;4943000;6850000;0;1;0;5.92;7.92;-1.00;46;22,7;4;0,110653791;0;0;0;GIRON;BCO DE BOGOTA;1.00;2.00;0;4;2
24711;1;682;122;26;2028000;2590000;1;1;0;0.25;0.75;3.33;14,6;NULL;1;0,355461212;0;0;2;BOGOTA D.C.;BCO AVVILLAS MASTER CARD;0.00;4.00;0;2;1
24712;0;729;95;32;2293000;1700000;1;0;0;2.83;-1.00;6.67;14,6;NULL;2;0,594423987;0;0;1;BOGOTA D.C.;B. FALLABELLA;3.00;2.00;0;2;0
24713;0;807;134;49;2095000;1150000;0;0;0;4.33;-1.00;-1.00;72,43333333;22,7;1;0,599478714;0;0;0;FLORENCIA;BCO DE BOGOTA;0.00;0.00;0;2;0
24714;0;810;152;50;13200000;4000000;1;0;0;4.58;-1.00;13.75;26,76666667;25,76666667;2;1;0;0;1;SAN VICENTE DE;BCO AGRARIO;4.00;2.00;0;0;0
24715;0;804;113;37;2028000;0;0;0;1;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;SAN VICENTE DE;;0.00;2.00;0;0;0
24716;0;776;44;40;2799000;2250000;1;0;0;1.50;-1.00;3.00;22,7;NULL;2;0,279339322;0;0;1;VILLA ROSARIO;TUYA S.A.;0.00;2.00;0;1;0
24717;1;719;53;38;3196000;5000000;0;1;0;0.25;1.92;-1.00;22,7;NULL;1;1;0;0;0;CUCUTA;BANCOLOMBIA VISA;0.00;2.00;0;0;2
24718;1;853;162;41;3271000;25000000;1;0;0;5.00;-1.00;3.83;23,73333333;NULL;2;0,108150991;0;0;1;CUCUTA;BCO DAVIVIENDA;1.00;2.00;0;2;0
24719;1;425;16;28;1474000;0;0;1;0;-1.00;8.83;-1.00;NULL;NULL;0;0;0;0;0;POPAYAN;;0.00;4.00;0;3;1
24720;0;799;160;51;10748000;10000000;1;1;0;10.42;0.92;7.00;42;16,66666667;7;0,021534591;0;0;3;ITAGUI;BCO DAVIVIENDA;4.00;4.00;0;2;1
24721;1;574;70;46;2848000;0;1;1;0;3.67;1.50;9.92;NULL;NULL;0;0,888370543;0;0;2;GUADALUPE;;0.00;2.00;0;1;1
24722;0;676;109;44;5374000;13600000;0;0;0;5.42;-1.00;-1.00;39,96666667;NULL;3;0,723925568;1;1;0;CALI;BCO COLPATRIA;3.00;0.00;1;0;0
24723;0;753;147;44;3320000;11600000;1;0;1;6.17;-1.00;4.83;67,4;NULL;4;0,80954293;0;0;3;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;0;0
24724;0;718;54;43;1631000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;BOGOTA D.C.;;0.00;0.00;0;0;0
24725;0;725;39;44;1705000;0;0;1;0;-1.00;0.17;-1.00;NULL;NULL;0;0;0;0;0;BOGOTA D.C.;;0.00;4.00;0;1;1
24726;0;692;42;22;1432000;1500000;1;0;0;0.17;-1.00;1.17;NULL;NULL;1;0,691538974;0;0;2;PUERTO COLOMBIA;BCO DAVIVIENDA;0.00;2.00;0;0;0
24727;0;641;156;50;2368000;0;1;0;0;-1.00;-1.00;11.92;NULL;NULL;0;0;0;0;2;BOGOTA D.C.;;0.00;0.00;0;0;0
24728;1;685;17;44;13564000;22800000;1;0;0;1.83;-1.00;4.67;NULL;17,66666667;2;0,883694306;0;0;2;BOGOTA D.C.;BCO DAVIVIENDA;4.00;4.00;3;2;0
24729;1;711;35;44;3014000;4425000;1;0;0;3.00;-1.00;0.67;18,7;18,7;7;0,475275102;0;0;1;BOGOTA D.C.;BANCO CAJA SOC;0.00;2.00;0;3;0
24730;0;853;160;54;3006000;5346000;1;0;0;12.58;-1.00;10.08;32,9;56,2;3;0,321080059;0;0;2;BOGOTA D.C.;BCO COLPATRIA;0.00;2.00;0;0;0
24731;1;734;147;32;1979000;2900000;0;0;0;7.92;-1.00;-1.00;56,2;NULL;4;0,637793506;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;0.00;4.00;0;0;0
